trade_id,market_id,event_id,trade_ts,buyer_trader_id,seller_trader_id,buy_order_id,sell_order_id,outcome,price,size_shares,notional_usdc,aggressor_side,buyer_fee_usdc,seller_fee_usdc,spread_at_trade_bps,midpoint_before,midpoint_after,signed_price_change_bps,onchain_settlement_delay_s,match_engine_latency_ms,is_self_trade_flag,same_builder_code_flag,price_improvement_bps,queue_position_estimate,seq_num,trade_date
trd_002720,mkt_032,evt_032,2026-02-03 10:07:50,tr_0191,tr_0291,ord_6MT0MUK1CMBF,ord_6PXS5RO1J8TK,NO,0.365,0.14,0.05,SELL,0.0001,0.0,41,0.392,0.36,-315,88,109,False,False,1,38,2720,2026-02-03
trd_000841,mkt_037,evt_037,2026-02-03 10:14:48,tr_0290,tr_0001,ord_8AMN4RALB40E,ord_GD0XPACC771T,NO,0.271,42.14,11.44,BUY,0.0057,0.0,40,0.276,0.271,-43,59,24,False,False,7,55,841,2026-02-03
trd_004122,mkt_034,evt_034,2026-02-03 10:28:45,tr_0273,tr_0303,ord_E2781ZN9BUNH,ord_IQJERTPU721Y,NO,0.128,0.84,0.11,SELL,0.0001,0.0001,55,0.136,0.133,-26,87,28,False,False,5,28,4122,2026-02-03
trd_001954,mkt_019,evt_019,2026-02-03 10:48:29,tr_0105,tr_0347,ord_32SUH1O56RX1,ord_21B4DBOMPP42,NO,0.472,28.71,13.56,SELL,0.0068,0.0054,109,0.495,0.466,-295,47,35,False,False,-7,24,1954,2026-02-03
trd_002199,mkt_003,evt_003,2026-02-03 11:20:25,tr_0304,tr_0276,ord_CEY0W36B04QL,ord_8OMUDU999A7I,YES,0.698,8.7,6.07,SELL,0.0,0.0024,59,0.706,0.695,-112,227,35,False,False,2,18,2199,2026-02-03
trd_007861,mkt_012,evt_012,2026-02-03 11:30:16,tr_0123,tr_0335,ord_YTP6KOOMFDXJ,ord_HP5PH9G276B0,NO,0.783,12.25,9.59,BUY,0.0144,0.0038,50,0.781,0.803,214,50,40,False,False,-6,46,7861,2026-02-03
trd_007723,mkt_015,evt_015,2026-02-03 11:36:02,tr_0347,tr_0090,ord_4C93OAWQYYFV,ord_G53KS32MOEO0,NO,0.336,0.67,0.23,SELL,0.0003,0.0,35,0.352,0.344,-83,303,69,False,False,2,25,7723,2026-02-03
trd_002300,mkt_003,evt_003,2026-02-03 11:39:31,tr_0287,tr_0292,ord_5A3MT9CUE1VI,ord_VP0OZUWTNRGM,YES,0.66,23.37,15.43,SELL,0.0077,0.0123,23,0.654,0.678,238,107,68,False,False,7,39,2300,2026-02-03
trd_006226,mkt_033,evt_033,2026-02-03 11:39:42,tr_0032,tr_0340,ord_KUFIRVF38F2S,ord_0CZPI3BJCUER,YES,0.027,4.69,0.12,BUY,0.0002,0.0,112,0.01,0.022,116,145,79,False,False,-7,76,6226,2026-02-03
trd_006168,mkt_018,evt_018,2026-02-03 11:46:35,tr_0167,tr_0121,ord_T8NUXZLO9BFR,ord_SJ0OIHZNXMRL,NO,0.338,18.03,6.1,SELL,0.0061,0.0049,32,0.359,0.344,-153,70,42,False,False,-6,69,6168,2026-02-03
trd_002698,mkt_031,evt_031,2026-02-03 11:58:20,tr_0282,tr_0211,ord_DRTDJEGPQICW,ord_WGXAYJJ0UG58,YES,0.626,0.29,0.18,SELL,0.0,0.0001,132,0.61,0.614,34,22,41,False,False,-30,31,2698,2026-02-03
trd_006916,mkt_019,evt_019,2026-02-03 12:10:53,tr_0042,tr_0289,ord_XDPKH296J5P3,ord_MNFMYJOEODWA,NO,0.434,3.82,1.66,BUY,0.0008,0.0,133,0.446,0.425,-212,337,90,False,False,21,32,6916,2026-02-03
trd_001703,mkt_012,evt_012,2026-02-03 12:23:24,tr_0292,tr_0249,ord_RBR3W37I8AIL,ord_PLXUVS5AFKAM,NO,0.498,5.74,2.86,SELL,0.0029,0.0017,120,0.493,0.485,-84,80,70,False,False,-8,14,1703,2026-02-03
trd_004488,mkt_018,evt_018,2026-02-03 12:25:17,tr_0277,tr_0158,ord_10ZMUY69QRTW,ord_R2CT0RWCD69M,YES,0.468,2.22,1.04,BUY,0.0005,0.0002,1,0.465,0.466,7,45,43,False,False,-28,51,4488,2026-02-03
trd_005982,mkt_006,evt_006,2026-02-03 12:36:56,tr_0071,tr_0057,ord_L8JAI0D4TM7V,ord_MSNJ6MNVZPTW,YES,0.529,0.9,0.48,BUY,0.0007,0.0001,49,0.509,0.538,287,192,35,False,False,14,27,5982,2026-02-03
trd_002092,mkt_014,evt_014,2026-02-03 12:46:52,tr_0011,tr_0235,ord_5TOOXN0U06U0,ord_RA1BJ6OL71I2,YES,0.167,13.01,2.17,SELL,0.0,0.0009,93,0.155,0.168,126,445,49,False,False,7,16,2092,2026-02-03
trd_006949,mkt_037,evt_037,2026-02-03 12:56:23,tr_0300,tr_0099,ord_NHKRPGM4DFS9,ord_SC5JTQD2AEZP,NO,0.091,1.07,0.1,BUY,0.0001,0.0,76,0.088,0.098,101,228,134,False,False,-20,54,6949,2026-02-03
trd_006304,mkt_034,evt_034,2026-02-03 12:59:25,tr_0334,tr_0317,ord_O2ONALVJN7AJ,ord_9FFNR7B65DX5,YES,0.22,22.13,4.86,BUY,0.0,0.0029,70,0.185,0.222,371,128,48,False,False,0,25,6304,2026-02-03
trd_006604,mkt_003,evt_003,2026-02-03 13:05:44,tr_0001,tr_0240,ord_0XU46C2NYGP2,ord_XUGAGM2T7S2M,NO,0.664,22.81,15.15,SELL,0.0227,0.0,49,0.658,0.666,76,75,40,False,False,-2,7,6604,2026-02-03
trd_002638,mkt_019,evt_019,2026-02-03 13:06:37,tr_0298,tr_0205,ord_KRG63XYOB0F4,ord_W9Y1FE6D9PTU,YES,0.499,1.64,0.82,BUY,0.0004,0.0005,48,0.503,0.508,48,72,156,False,False,-7,12,2638,2026-02-03
trd_002605,mkt_018,evt_018,2026-02-03 13:13:30,tr_0356,tr_0079,ord_3H5JU8S8F14Z,ord_RN2QR7L697D5,NO,0.544,26.8,14.59,BUY,0.0146,0.0,35,0.541,0.545,31,362,43,False,False,9,14,2605,2026-02-03
trd_000883,mkt_012,evt_012,2026-02-03 13:18:38,tr_0008,tr_0242,ord_EZ62500YYQWI,ord_79C85AFSMC45,NO,0.502,50.84,25.51,SELL,0.0255,0.0102,118,0.475,0.501,260,240,135,False,False,7,31,883,2026-02-03
trd_004175,mkt_014,evt_014,2026-02-03 13:23:19,tr_0292,tr_0255,ord_VIYS9HO7EQZ4,ord_JX0EXNNL7D4N,YES,0.113,5.77,0.65,BUY,0.0007,0.0001,115,0.1,0.12,198,99,78,False,False,-1,12,4175,2026-02-03
trd_001472,mkt_029,evt_029,2026-02-03 13:32:45,tr_0360,tr_0333,ord_H6LT6WBW44E8,ord_RBHK04H7O910,YES,0.683,7.92,5.41,BUY,0.0054,0.0032,15,0.68,0.681,8,45,59,False,True,7,66,1472,2026-02-03
trd_001037,mkt_011,evt_011,2026-02-03 13:38:19,tr_0292,tr_0287,ord_IS7TNY1EO1KX,ord_46RJSY2C3KLQ,YES,0.348,40.42,14.08,BUY,0.0141,0.0028,70,0.322,0.347,256,85,79,False,False,1,137,1037,2026-02-03
trd_001526,mkt_038,evt_038,2026-02-03 13:40:32,tr_0209,tr_0170,ord_L8H3RD8WCLAZ,ord_MD44V631V0NX,YES,0.285,5.0,1.43,SELL,0.0014,0.0009,51,0.28,0.291,110,25,39,False,False,15,54,1526,2026-02-03
trd_002678,mkt_018,evt_018,2026-02-03 13:47:28,tr_0221,tr_0101,ord_AO3CCZ1WJ2IB,ord_A2J2VZEJ1MHT,YES,0.52,73.95,38.42,BUY,0.0576,0.0,38,0.545,0.502,-424,367,37,False,False,-20,9,2678,2026-02-03
trd_002643,mkt_013,evt_013,2026-02-03 13:47:30,tr_0313,tr_0174,ord_TLJM25F58L93,ord_O4AF5NWKA575,YES,0.706,0.8,0.56,SELL,0.0008,0.0003,6,0.725,0.701,-241,555,60,False,False,-10,29,2643,2026-02-03
trd_001364,mkt_012,evt_012,2026-02-03 13:56:28,tr_0026,tr_0284,ord_YA8B44RLQYD0,ord_KV72PXC61HBF,YES,0.431,14.64,6.31,SELL,0.0063,0.0025,39,0.406,0.442,364,43,55,False,False,-6,26,1364,2026-02-03
trd_003597,mkt_014,evt_014,2026-02-03 13:58:42,tr_0091,tr_0031,ord_3DZVEW47YOJV,ord_N84F6R0LCSHN,NO,0.126,4.11,0.52,BUY,0.0003,0.0002,27,0.146,0.115,-313,41,20,False,False,13,23,3597,2026-02-03
trd_004882,mkt_012,evt_012,2026-02-03 14:06:19,tr_0097,tr_0019,ord_LS5TB7IOSBNB,ord_5TUKY1ZTERIC,NO,0.69,13.24,9.14,BUY,0.0091,0.0055,29,0.674,0.706,314,117,49,False,False,-8,45,4882,2026-02-03
trd_007598,mkt_006,evt_006,2026-02-03 14:08:37,tr_0291,tr_0231,ord_P1FID64QWR1C,ord_6SXDKOLS0LYG,NO,0.577,8.64,4.99,SELL,0.0025,0.001,117,0.581,0.569,-114,9,62,False,False,19,170,7598,2026-02-03
trd_006619,mkt_037,evt_037,2026-02-03 14:13:07,tr_0224,tr_0064,ord_3MBX5I388QW3,ord_GR8TH193XMWW,NO,0.107,25.55,2.73,BUY,0.0027,0.0011,59,0.118,0.097,-212,221,62,False,False,-12,22,6619,2026-02-03
trd_007094,mkt_022,evt_022,2026-02-03 14:19:04,tr_0218,tr_0242,ord_DZ0O2WET1RCQ,ord_OZHV17DV9PFD,YES,0.669,20.79,13.9,BUY,0.0,0.0056,65,0.675,0.668,-66,27,61,False,False,-10,23,7094,2026-02-03
trd_007267,mkt_024,evt_024,2026-02-03 14:23:28,tr_0284,tr_0190,ord_LZGMY07W0AAR,ord_Q035K04I3FY6,NO,0.499,5.0,2.5,BUY,0.0025,0.001,82,0.506,0.51,42,46,56,False,False,10,43,7267,2026-02-03
trd_003748,mkt_012,evt_012,2026-02-03 14:24:41,tr_0037,tr_0343,ord_ATOOEC3EQPWB,ord_MKS5YAP55050,NO,0.593,22.85,13.54,BUY,0.0068,0.0054,17,0.606,0.581,-253,189,77,False,False,12,10,3748,2026-02-03
trd_003116,mkt_034,evt_034,2026-02-03 14:46:07,tr_0292,tr_0196,ord_DA20F4KG4KBC,ord_GKK4LJ4W7FY8,NO,0.109,44.51,4.85,BUY,0.0048,0.0039,55,0.134,0.108,-259,43,31,False,False,10,191,3116,2026-02-03
trd_001839,mkt_032,evt_032,2026-02-03 14:50:07,tr_0117,tr_0188,ord_MV9GYXZA6XMY,ord_QE77MJ2LBMXT,YES,0.613,30.49,18.7,SELL,0.0281,0.0037,3,0.62,0.632,119,16,92,False,False,-4,26,1839,2026-02-03
trd_006069,mkt_003,evt_003,2026-02-03 14:59:48,tr_0176,tr_0309,ord_ZOZO0NS5W3JI,ord_WLBPB1B36S4Y,YES,0.568,4.53,2.57,BUY,0.0013,0.001,77,0.55,0.567,172,410,148,False,False,16,43,6069,2026-02-03
trd_004278,mkt_019,evt_019,2026-02-03 15:00:27,tr_0327,tr_0150,ord_1RIY98NROM37,ord_8USUWDDHFF2S,YES,0.311,0.82,0.26,SELL,0.0001,0.0001,152,0.346,0.321,-258,20,70,False,False,10,33,4278,2026-02-03
trd_001148,mkt_021,evt_021,2026-02-03 15:01:42,tr_0266,tr_0096,ord_1I4KBTCV153G,ord_VZP4YXHGPZPM,YES,0.528,5.0,2.64,BUY,0.0013,0.0,61,0.515,0.539,232,30,91,False,False,-2,45,1148,2026-02-03
trd_003201,mkt_037,evt_037,2026-02-03 15:08:26,tr_0087,tr_0267,ord_P2PRXU91OCF2,ord_UQ2XDKDCC2K5,NO,0.303,133.07,40.25,SELL,0.0805,0.0322,38,0.324,0.302,-222,8,34,False,False,25,38,3201,2026-02-03
trd_006917,mkt_021,evt_021,2026-02-03 15:09:55,tr_0057,tr_0265,ord_8SRYJEDTQS37,ord_WRPQQSS0B6IM,YES,0.914,15.68,14.33,BUY,0.0287,0.0057,47,0.948,0.929,-189,89,66,False,True,-8,28,6917,2026-02-03
trd_001656,mkt_022,evt_022,2026-02-03 15:12:09,tr_0333,tr_0064,ord_GAAK9D2JCKRG,ord_NISSM3HESWIQ,YES,0.717,2.59,1.86,BUY,0.0019,0.0007,138,0.73,0.724,-61,24,27,False,False,0,36,1656,2026-02-03
trd_006199,mkt_026,evt_026,2026-02-03 15:20:02,tr_0125,tr_0304,ord_R6CU0K5I47WM,ord_X8CPKVUHEJUH,YES,0.725,14.13,10.25,SELL,0.0154,0.0021,74,0.739,0.722,-171,187,57,False,False,14,45,6199,2026-02-03
trd_001064,mkt_026,evt_026,2026-02-03 15:21:36,tr_0143,tr_0165,ord_R6ASW4ONNBY8,ord_PZJQXJY59F5Z,YES,0.849,69.46,58.95,SELL,0.059,0.0236,14,0.857,0.842,-147,34,41,False,False,17,21,1064,2026-02-03
trd_001353,mkt_030,evt_030,2026-02-03 15:41:24,tr_0136,tr_0089,ord_89UBFEYAVZJI,ord_TORT8BWOL14G,YES,0.341,5.35,1.82,BUY,0.0018,0.0011,56,0.341,0.33,-110,120,29,False,False,13,40,1353,2026-02-03
trd_002086,mkt_012,evt_012,2026-02-03 15:59:14,tr_0015,tr_0334,ord_LYWPDL1BVL53,ord_61P34XYGHLMH,NO,0.431,43.61,18.8,BUY,0.0282,0.0,115,0.42,0.425,42,66,39,False,False,0,45,2086,2026-02-03
trd_002587,mkt_012,evt_012,2026-02-03 16:00:26,tr_0190,tr_0187,ord_WB7L43SJ2G51,ord_QG48JZTZZRDC,NO,0.507,0.59,0.3,BUY,0.0001,0.0001,5,0.505,0.526,213,818,84,False,False,0,14,2587,2026-02-03
trd_004000,mkt_029,evt_029,2026-02-03 16:11:29,tr_0360,tr_0332,ord_HJJ3IZE4IWMQ,ord_07S2ZTOFCM2G,YES,0.783,9.57,7.49,BUY,0.0075,0.003,55,0.782,0.79,75,121,20,False,True,3,7,4000,2026-02-03
trd_000449,mkt_011,evt_011,2026-02-03 16:23:34,tr_0078,tr_0113,ord_V9421AQ11CYQ,ord_A2EE3MEYAMW0,NO,0.426,6.0,2.56,SELL,0.0051,0.0,127,0.396,0.414,182,52,63,False,False,-11,12,449,2026-02-03
trd_003701,mkt_019,evt_019,2026-02-03 16:38:01,tr_0246,tr_0163,ord_B626ZNGVK9JV,ord_N5I9EXINXWZH,YES,0.333,17.33,5.77,BUY,0.0029,0.0,86,0.356,0.322,-336,155,32,False,False,-4,27,3701,2026-02-03
trd_004450,mkt_029,evt_029,2026-02-03 16:52:41,tr_0190,tr_0292,ord_K21GUF7ZRBKB,ord_O14CSEHIWTH3,YES,0.819,40.78,33.41,BUY,0.0167,0.0267,98,0.819,0.814,-57,49,56,False,False,13,35,4450,2026-02-03
trd_005028,mkt_013,evt_013,2026-02-03 17:06:48,tr_0115,tr_0357,ord_BTN7M6XR8FRK,ord_B0XJ2RUQ3USC,NO,0.825,45.96,37.93,BUY,0.0759,0.0076,47,0.823,0.847,236,90,84,False,False,-11,15,5028,2026-02-03
trd_000617,mkt_003,evt_003,2026-02-03 17:12:10,tr_0207,tr_0278,ord_84T4WCNW2HUP,ord_8AVS87NFCDI3,NO,0.847,7.12,6.03,BUY,0.006,0.0036,46,0.848,0.845,-30,193,71,False,False,0,24,617,2026-02-03
trd_002084,mkt_003,evt_003,2026-02-03 17:13:27,tr_0056,tr_0233,ord_2LEFLVP3KMFR,ord_BQB2GQZ79CHM,NO,0.685,5.8,3.97,SELL,0.006,0.0024,89,0.703,0.682,-210,208,112,False,False,-23,22,2084,2026-02-03
trd_004246,mkt_043,evt_043,2026-02-03 17:14:20,tr_0205,tr_0319,ord_3U14XUK4XXC3,ord_9TP0ZY1AYO9F,NO,0.355,6.33,2.25,BUY,0.0011,0.0013,113,0.386,0.366,-193,38,179,False,False,-1,15,4246,2026-02-03
trd_006622,mkt_019,evt_019,2026-02-03 17:14:59,tr_0332,tr_0245,ord_K70P4DLQMNZP,ord_IG9PH3MA25RA,YES,0.465,18.6,8.64,BUY,0.0086,0.0035,53,0.504,0.476,-279,88,94,False,False,14,8,6622,2026-02-03
trd_000522,mkt_026,evt_026,2026-02-03 17:21:27,tr_0090,tr_0310,ord_F8IQI1QNJYP4,ord_EF6YEL8GFWL2,YES,0.857,9.97,8.54,BUY,0.0085,0.0017,76,0.84,0.861,212,58,103,False,False,0,82,522,2026-02-03
trd_000468,mkt_021,evt_021,2026-02-03 17:25:39,tr_0057,tr_0184,ord_7CHVPPA9ROYM,ord_PCADTYIVJL1Z,YES,0.312,2.71,0.85,BUY,0.0017,0.0003,47,0.326,0.318,-80,224,17,False,True,-14,53,468,2026-02-03
trd_004679,mkt_022,evt_022,2026-02-03 17:29:10,tr_0144,tr_0257,ord_5NMISU38ZYJH,ord_0UBHTUT8TR0S,YES,0.442,45.37,20.04,SELL,0.0401,0.004,57,0.429,0.453,241,70,303,False,False,-8,54,4679,2026-02-03
trd_005341,mkt_034,evt_034,2026-02-03 17:45:00,tr_0291,tr_0287,ord_K2C0HYRZU049,ord_FNK85FVR7LDK,YES,0.154,0.49,0.08,BUY,0.0,0.0,30,0.161,0.16,-8,43,18,False,False,1,16,5341,2026-02-03
trd_005354,mkt_004,evt_004,2026-02-03 17:45:49,tr_0180,tr_0259,ord_K9P2J5O7KZJE,ord_40WVTM6QUE7Z,YES,0.01,3.03,0.03,SELL,0.0,0.0,156,0.025,0.015,-103,190,89,False,False,17,31,5354,2026-02-03
trd_007418,mkt_031,evt_031,2026-02-03 17:46:33,tr_0215,tr_0034,ord_1X2H8GV3NGVF,ord_EF4NFYNXCY0A,NO,0.629,9.77,6.15,BUY,0.0031,0.0012,83,0.629,0.634,49,68,64,False,False,3,33,7418,2026-02-03
trd_002665,mkt_026,evt_026,2026-02-03 17:57:03,tr_0057,tr_0108,ord_A7KZ2VL2O645,ord_P039WBRQGXNJ,NO,0.877,0.06,0.05,BUY,0.0001,0.0,76,0.857,0.894,363,56,56,False,False,12,42,2665,2026-02-03
trd_001500,mkt_012,evt_012,2026-02-03 18:03:58,tr_0333,tr_0262,ord_A2IVF3UNTC2Z,ord_P8R0QQU5AW2Y,NO,0.482,1.49,0.72,BUY,0.0007,0.0,35,0.493,0.472,-208,266,111,False,False,-6,407,1500,2026-02-03
trd_003268,mkt_012,evt_012,2026-02-03 18:06:11,tr_0351,tr_0328,ord_9YLLB8F15V2S,ord_CT37SYBO7CFJ,NO,0.61,1.16,0.71,SELL,0.0011,0.0001,50,0.582,0.595,125,15,89,False,False,-5,26,3268,2026-02-03
trd_007745,mkt_014,evt_014,2026-02-03 18:06:59,tr_0009,tr_0333,ord_93B2PC9VH3Z6,ord_BXXLPIKEGL14,NO,0.238,0.66,0.16,BUY,0.0001,0.0001,31,0.226,0.257,313,6,60,False,False,-8,17,7745,2026-02-03
trd_007614,mkt_025,evt_025,2026-02-03 18:14:42,tr_0290,tr_0195,ord_NNTID9HC7M39,ord_MTR3XK1ORRMY,NO,0.542,15.84,8.59,BUY,0.0043,0.0034,35,0.529,0.539,100,166,93,False,False,-6,34,7614,2026-02-03
trd_006668,mkt_011,evt_011,2026-02-03 18:20:37,tr_0343,tr_0344,ord_GPKU31KL2KON,ord_IHW342S7EEEE,YES,0.085,8.89,0.76,SELL,0.0004,0.0006,82,0.1,0.086,-140,23,28,False,False,0,27,6668,2026-02-03
trd_002812,mkt_013,evt_013,2026-02-03 18:33:51,tr_0001,tr_0158,ord_RXC9Q1G24RRN,ord_TVSWKU0M7LCY,YES,0.711,5.0,3.56,BUY,0.0053,0.0007,36,0.698,0.705,72,50,88,False,False,12,40,2812,2026-02-03
trd_006975,mkt_033,evt_033,2026-02-03 19:05:36,tr_0085,tr_0316,ord_C3AD5LFMZJNX,ord_KA9B470SOQI3,NO,0.076,22.93,1.75,SELL,0.0,0.0007,20,0.039,0.089,500,36,54,False,False,0,16,6975,2026-02-03
trd_000961,mkt_034,evt_034,2026-02-03 19:10:11,tr_0287,tr_0020,ord_8X4C2PCDQ7B8,ord_QAS0HVQOBJAW,YES,0.271,0.13,0.04,BUY,0.0,0.0,79,0.311,0.277,-346,48,61,False,False,27,18,961,2026-02-03
trd_006328,mkt_021,evt_021,2026-02-03 19:11:21,tr_0161,tr_0046,ord_HBI2LXCHLABY,ord_VWV5PRQCN135,YES,0.987,3.6,3.55,BUY,0.0018,0.0,93,0.979,0.99,113,55,55,False,False,0,50,6328,2026-02-03
trd_007574,mkt_030,evt_030,2026-02-03 19:32:49,tr_0334,tr_0182,ord_LZXQTG5RDDNG,ord_BOK1VY6L7O45,YES,0.255,32.47,8.29,SELL,0.0,0.0033,52,0.267,0.243,-236,90,91,False,False,24,41,7574,2026-02-03
trd_001318,mkt_004,evt_004,2026-02-03 19:33:48,tr_0077,tr_0241,ord_43J8Q2TNVFT4,ord_RR1V5V7PN2DC,YES,0.266,7.33,1.95,SELL,0.002,0.0004,85,0.26,0.267,69,30,64,False,False,5,11,1318,2026-02-03
trd_001217,mkt_038,evt_038,2026-02-03 19:34:50,tr_0270,tr_0227,ord_ANC1D0XTPT37,ord_4KITP9MQNBHH,NO,0.384,19.52,7.49,BUY,0.0075,0.0015,46,0.392,0.382,-99,76,79,False,False,-1,18,1217,2026-02-03
trd_002739,mkt_012,evt_012,2026-02-03 19:41:28,tr_0111,tr_0286,ord_2GLC3HDXY3NA,ord_WK755AMKLVCW,YES,0.552,5.0,2.76,BUY,0.0041,0.0022,5,0.538,0.557,188,248,31,False,False,-4,12,2739,2026-02-03
trd_004484,mkt_012,evt_012,2026-02-03 19:41:31,tr_0067,tr_0200,ord_CXQD73W8D97B,ord_O599IFJ8BPJC,YES,0.683,3.37,2.3,BUY,0.0035,0.0009,1,0.683,0.685,21,5,38,False,False,6,46,4484,2026-02-03
trd_000377,mkt_012,evt_012,2026-02-03 19:43:15,tr_0016,tr_0291,ord_FPTLLJZ41DHF,ord_PJDNK5DCYM9O,YES,0.552,0.09,0.05,BUY,0.0001,0.0,50,0.557,0.553,-37,135,98,False,False,2,32,377,2026-02-03
trd_007812,mkt_031,evt_031,2026-02-03 20:05:00,tr_0184,tr_0100,ord_NAT96LXHIO4Y,ord_BXPLZ4MYJVQO,NO,0.636,45.33,28.82,SELL,0.0432,0.0,80,0.611,0.616,55,225,27,False,False,10,12,7812,2026-02-03
trd_003502,mkt_026,evt_026,2026-02-03 20:06:10,tr_0287,tr_0008,ord_KNTBVBC20YXF,ord_3JGXMIXW00C8,YES,0.726,2.71,1.97,SELL,0.001,0.0012,116,0.736,0.72,-157,20,93,False,False,-11,26,3502,2026-02-03
trd_004620,mkt_018,evt_018,2026-02-03 20:07:18,tr_0070,tr_0090,ord_IAI9SR1ZDWVN,ord_0YH9AMGKE61L,NO,0.425,2.58,1.1,SELL,0.0016,0.0,36,0.43,0.413,-177,31,119,False,False,11,9,4620,2026-02-03
trd_002282,mkt_033,evt_033,2026-02-03 20:12:42,tr_0146,tr_0230,ord_1RDARGFTJBLQ,ord_VLOD14CR6A0H,NO,0.199,39.07,7.79,SELL,0.0078,0.0031,72,0.177,0.182,47,37,90,False,False,17,75,2282,2026-02-03
trd_000784,mkt_013,evt_013,2026-02-03 20:16:43,tr_0342,tr_0290,ord_RY24RB8F0KGL,ord_QM4DFCZU81N5,YES,0.768,6.48,4.98,BUY,0.005,0.001,83,0.759,0.774,152,47,90,False,False,6,36,784,2026-02-03
trd_005127,mkt_031,evt_031,2026-02-03 20:19:42,tr_0352,tr_0282,ord_MGNXS6ARXQ9H,ord_71C8AMOA8730,YES,0.634,27.44,17.4,BUY,0.0348,0.0,5,0.629,0.627,-19,158,66,False,False,-7,26,5127,2026-02-03
trd_002347,mkt_044,evt_044,2026-02-03 20:19:59,tr_0344,tr_0068,ord_6O7IHF7MFW6V,ord_QJH12JUVA3VA,YES,0.088,3.96,0.35,BUY,0.0003,0.0001,26,0.089,0.066,-224,90,32,False,False,-2,48,2347,2026-02-03
trd_001710,mkt_041,evt_041,2026-02-03 20:23:42,tr_0078,tr_0276,ord_Y2HWU26KIFNZ,ord_B41E6LEOB6VE,NO,0.3,18.14,5.45,SELL,0.0109,0.0022,46,0.285,0.282,-33,115,102,False,False,28,34,1710,2026-02-03
trd_000836,mkt_003,evt_003,2026-02-03 20:36:01,tr_0304,tr_0019,ord_YTFADJ46Q1NK,ord_YBQ6MAULREMO,YES,0.849,16.26,13.8,BUY,0.0,0.0083,52,0.845,0.843,-16,39,25,False,False,-12,21,836,2026-02-03
trd_004807,mkt_003,evt_003,2026-02-03 20:39:03,tr_0298,tr_0003,ord_VHC7Z9U12EWQ,ord_X60YUTW5ZF6N,NO,0.401,2.56,1.03,BUY,0.0005,0.0,37,0.427,0.41,-178,38,60,False,False,-24,43,4807,2026-02-03
trd_003804,mkt_022,evt_022,2026-02-03 20:42:00,tr_0103,tr_0124,ord_RP8JQSS2LWT7,ord_94NVEAS838GU,YES,0.512,26.81,13.72,SELL,0.0206,0.0082,21,0.492,0.52,272,85,91,False,False,4,27,3804,2026-02-03
trd_001556,mkt_015,evt_015,2026-02-03 20:46:57,tr_0276,tr_0146,ord_5OU5RZQTN1OK,ord_M8V3GCNLENSX,NO,0.27,102.76,27.77,BUY,0.0416,0.0167,150,0.28,0.274,-63,322,89,False,False,7,8,1556,2026-02-03
trd_003158,mkt_031,evt_031,2026-02-03 21:14:34,tr_0113,tr_0174,ord_I09GB2KB6PKU,ord_L33CARYJQTR3,NO,0.553,2.59,1.43,SELL,0.0014,0.0009,82,0.549,0.562,137,150,114,False,False,-5,22,3158,2026-02-03
trd_001103,mkt_014,evt_014,2026-02-03 21:18:44,tr_0247,tr_0012,ord_YIOJCHHV8DY9,ord_PVOGT1S2XUBO,NO,0.091,11.85,1.07,SELL,0.0016,0.0004,72,0.089,0.073,-161,55,26,False,False,0,26,1103,2026-02-03
trd_001195,mkt_031,evt_031,2026-02-03 21:24:20,tr_0211,tr_0025,ord_9M1N1Z7V1J0A,ord_CLVAGIPL8KV6,NO,0.612,18.19,11.14,BUY,0.0111,0.0067,82,0.655,0.612,-434,112,77,False,False,-9,13,1195,2026-02-03
trd_006118,mkt_047,evt_047,2026-02-03 21:25:43,tr_0051,tr_0171,ord_NPDJ0D57X1WH,ord_ILBUVDKUZG8Z,YES,0.347,19.06,6.61,BUY,0.0066,0.004,87,0.356,0.348,-81,71,42,False,False,30,42,6118,2026-02-03
trd_003673,mkt_038,evt_038,2026-02-03 21:26:23,tr_0101,tr_0292,ord_XQFNB0YY4XUU,ord_EFZN3BFTAB0J,NO,0.428,11.76,5.04,BUY,0.005,0.004,45,0.439,0.418,-210,107,50,False,False,-15,33,3673,2026-02-03
trd_006779,mkt_034,evt_034,2026-02-03 22:15:47,tr_0037,tr_0125,ord_TNE7S102RQQ5,ord_O84AU9ZKZ0EZ,NO,0.256,17.69,4.53,BUY,0.0023,0.0027,38,0.258,0.259,1,129,55,False,False,0,12,6779,2026-02-03
trd_000447,mkt_034,evt_034,2026-02-03 22:28:37,tr_0343,tr_0332,ord_BLWU74PXMGND,ord_ZESKAE3L1XTR,YES,0.403,14.4,5.8,SELL,0.0029,0.0023,38,0.432,0.401,-311,50,113,False,False,8,6,447,2026-02-03
trd_005954,mkt_044,evt_044,2026-02-03 22:30:25,tr_0237,tr_0037,ord_UU6UXDSOO5PJ,ord_GAS2PIMK9CYH,NO,0.234,37.3,8.72,BUY,0.0044,0.0052,97,0.237,0.231,-57,226,50,False,False,2,3,5954,2026-02-03
trd_006930,mkt_044,evt_044,2026-02-03 22:33:28,tr_0006,tr_0189,ord_OTQ1IMGQPBLN,ord_DNMQ7ZRYMKH5,YES,0.328,2.16,0.71,BUY,0.0004,0.0003,50,0.326,0.338,117,67,37,False,True,10,161,6930,2026-02-03
