session_id,trader_id,session_start,session_end,device_id,device_fingerprint_hash,device_type,os_name,browser_family,app_version,ip_address,ip_asn,ip_country,vpn_detected,tor_exit_detected,cookie_age_days,pageviews,avg_scroll_depth_pct,battery_pct_at_open,screen_resolution,locale_header,ab_test_bucket,push_permission,date
ses_1CXEQF1EZJLM,tr_0246,2026-02-09 04:07:27,2026-02-09 04:09:27,dev_5DQG6789,fp_UXC39MFW5Q5K,mobile_web,macOS,Edge,2.10.1,117.213.71.93,8075,US,True,False,0,9,16.4,83,1536x864,fr-FR,B,granted,2026-02-09
ses_V0DSG62NGXCY,tr_0022,2026-02-09 05:03:14,2026-02-09 05:15:24,dev_NLAIMA57,fp_CRCPJ8R1ZNG1,mobile_app,Windows,AppWebView,2.10.2,69.183.144.76,14618,CA,False,False,49,4,61.2,53,1536x864,fr-FR,C,unknown,2026-02-09
ses_PWS8X3CCK7P0,tr_0137,2026-02-09 05:55:02,2026-02-09 05:56:21,dev_DT79T65S,fp_CUMD2OVAAL7Y,mobile_app,Linux,Firefox,2.11.0,179.193.125.36,9009,US,False,False,4,1,66.5,50,1280x720,en-GB,B,unknown,2026-02-09
ses_KZG5SUUI75YJ,tr_0353,2026-02-09 06:04:28,2026-02-09 06:07:04,dev_F6J2TQWO,fp_OETQ0DAUC4RP,mobile_app,macOS,AppWebView,2.11.1,143.124.156.249,15169,DE,False,False,27,29,40.9,83,1280x720,fr-FR,control,granted,2026-02-09
ses_Y1QX2BGQ7LKG,tr_0237,2026-02-09 06:09:00,2026-02-09 06:11:42,dev_86D7GI98,fp_0TWB0VAJF74P,tablet,iOS,Safari,3.0.0,212.185.189.26,63949,SG,False,False,55,15,62.0,64,390x844,fr-FR,C,denied,2026-02-09
ses_5AI4324H90T1,tr_0263,2026-02-09 06:34:22,2026-02-09 06:38:44,dev_C6AOLTYH,fp_MP1HXRIBXAL1,mobile_web,Windows,AppWebView,3.0.0,172.162.90.188,63949,CA,False,False,7,46,60.8,37,1920x1080,en-GB,A,unknown,2026-02-09
ses_NMCR33D6E9EY,tr_0320,2026-02-09 07:50:56,2026-02-09 07:55:09,dev_BTE6ZRX3,fp_RBEX57XK6R7I,mobile_app,macOS,AppWebView,2.11.1,57.89.218.251,14618,US,False,False,17,21,82.8,38,1280x720,es-ES,control,granted,2026-02-09
ses_UOCGUAE0CQIK,tr_0031,2026-02-09 08:03:18,2026-02-09 08:11:33,dev_K3VVWEFC,fp_1P0W0S3J4ARU,tablet,macOS,Safari,2.10.2,18.48.28.188,14618,US,False,False,154,12,46.6,19,1920x1080,en-US,A,granted,2026-02-09
ses_WATX5JTBKYR0,tr_0133,2026-02-09 11:02:19,2026-02-09 11:13:54,dev_6O6ATBY7,fp_6SW1YK83GSGC,mobile_app,Windows,Chrome,2.10.2,78.179.68.163,16509,IE,False,False,110,32,64.9,49,390x844,es-ES,control,unknown,2026-02-09
ses_62MCZTZR4V4P,tr_0198,2026-02-09 11:23:44,2026-02-09 11:25:56,dev_CN6FCSXW,fp_3MAQTIU3XX91,desktop,Android,AppWebView,3.0.0,180.177.103.241,3320,GB,False,False,165,21,77.4,72,1536x864,en-US,C,granted,2026-02-09
ses_TXR6MSB2535C,tr_0122,2026-02-09 11:27:33,2026-02-09 11:28:50,dev_7OL8C4W8,fp_NF5179N1UJYP,desktop,iOS,Safari,2.11.0,219.230.67.106,14618,DE,False,False,108,3,51.3,75,1280x720,fr-FR,C,unknown,2026-02-09
ses_4LUOQ2OITDKL,tr_0063,2026-02-09 12:13:45,2026-02-09 12:14:32,dev_Z4785TY1,fp_8JI2DBZ5WB8H,mobile_web,iOS,Safari,2.11.1,151.24.16.97,63949,FR,False,False,0,2,91.1,55,1280x720,fr-FR,B,granted,2026-02-09
ses_VP6TFIQ84AGK,tr_0241,2026-02-09 12:29:56,2026-02-09 12:31:41,dev_1B4BQKA4,fp_UNNGO4JH7847,desktop,iOS,Chrome,2.11.1,211.59.181.25,14618,GB,False,False,55,3,41.8,10,1536x864,en-US,control,granted,2026-02-09
ses_Q9Q7FA5RQ8K9,tr_0129,2026-02-09 13:32:23,2026-02-09 13:33:30,dev_8Y27BRT8,fp_ID9SQMJN6O6X,mobile_web,Linux,Safari,2.10.1,65.51.139.111,3320,US,False,False,35,12,71.4,25,1536x864,fr-FR,C,denied,2026-02-09
ses_CL2HZE6I9RK9,tr_0116,2026-02-09 16:41:15,2026-02-09 16:43:14,dev_8JVVHFZK,fp_V5AA7UAKTBW6,mobile_web,Android,AppWebView,2.10.1,9.61.96.166,3320,DE,False,False,118,26,40.4,75,390x844,en-GB,A,unknown,2026-02-09
ses_46F8OK9WGU8J,tr_0252,2026-02-09 17:12:56,2026-02-09 17:15:35,dev_EYQD8LE6,fp_MRC8T4C2N61M,mobile_app,macOS,Chrome,2.10.2,182.121.87.241,8075,SG,True,False,76,18,60.6,58,1920x1080,fr-FR,control,unknown,2026-02-09
ses_C8UMFXHP9VGO,tr_0315,2026-02-09 18:34:30,2026-02-09 18:38:33,dev_Z7JSJ8EI,fp_XXGR809J8OF7,desktop,iOS,Firefox,2.10.1,63.245.171.138,15169,AU,True,False,95,5,58.8,64,1170x2532,de-DE,A,unknown,2026-02-09
ses_YVORLFOSKG3V,tr_0204,2026-02-09 18:50:32,2026-02-09 18:53:58,dev_22W1YH6W,fp_5OR27NW3MO20,mobile_app,macOS,Firefox,3.0.0,214.162.139.13,12322,US,False,False,1,3,43.6,85,1920x1080,en-US,A,denied,2026-02-09
ses_SCUIECHZSW6C,tr_0106,2026-02-09 19:20:02,2026-02-09 19:27:21,dev_O55A2C1L,fp_9FJ7U08WM20U,mobile_app,Linux,Firefox,2.11.1,69.219.149.143,14618,SG,False,False,58,11,22.1,83,1920x1080,en-GB,B,denied,2026-02-09
ses_C21073AEEP2R,tr_0300,2026-02-09 20:50:28,2026-02-09 20:52:08,dev_61LJXGD3,fp_UEX1ERGWT282,desktop,iOS,Edge,3.0.0,166.224.206.86,9009,PL,False,False,97,5,57.0,64,1920x1080,es-ES,control,denied,2026-02-09
ses_IEHRBHYGGYH2,tr_0117,2026-02-09 21:02:36,2026-02-09 21:07:10,dev_BV8BTVEX,fp_1SY89YT413N6,tablet,macOS,Edge,2.11.0,48.101.149.226,24940,ES,False,False,178,17,45.2,83,390x844,de-DE,control,unknown,2026-02-09
ses_373TBO5ZUUJO,tr_0336,2026-02-09 21:03:36,2026-02-09 21:04:56,dev_NBG9RFGX,fp_J6077HBFFNIL,tablet,macOS,Safari,2.10.2,120.46.109.82,63949,US,False,False,153,15,62.5,63,390x844,es-ES,A,unknown,2026-02-09
ses_8516RG2DPTWY,tr_0327,2026-02-09 21:37:11,2026-02-09 21:45:29,dev_DKPSKO8T,fp_IT7X5YC7KLY9,tablet,iOS,Chrome,2.11.0,24.124.82.155,3320,CA,False,False,0,94,59.2,31,1920x1080,de-DE,C,granted,2026-02-09
ses_G68ZDOPTO9NX,tr_0336,2026-02-09 21:57:46,2026-02-09 21:59:31,dev_XKLUA07F,fp_MN3WZ3VU2T8Q,mobile_app,macOS,Firefox,2.11.1,180.184.245.203,24940,US,False,False,40,13,29.4,49,1280x720,es-ES,control,granted,2026-02-09
ses_U4CBL0Q4M4B2,tr_0254,2026-02-09 22:31:21,2026-02-09 22:36:28,dev_Q5DP0GIM,fp_MHEKE7CFT0VN,mobile_app,Linux,Chrome,2.11.0,189.179.69.56,14618,US,False,False,61,4,53.0,13,1170x2532,fr-FR,control,denied,2026-02-09
ses_VMY7TWY6H7TN,tr_0216,2026-02-09 23:16:04,2026-02-09 23:18:50,dev_VOKEYNJT,fp_PS9O5SRPUC8E,mobile_web,iOS,Safari,3.0.0,87.20.8.198,24940,CH,False,False,34,6,81.7,100,1536x864,en-US,C,unknown,2026-02-09
ses_96CYL8DUNY2O,tr_0174,2026-02-09 23:53:05,2026-02-09 23:56:14,dev_6S7CMD2G,fp_5AATS0X7XK2L,tablet,Windows,Edge,3.0.0,202.20.85.254,16509,IE,False,False,117,2,71.1,54,1280x720,de-DE,C,unknown,2026-02-09
ses_502XUUA5FJTD,tr_0206,2026-02-10 00:05:43,2026-02-10 00:13:08,dev_TI1QWDZ3,fp_AWPG8GKXD3KT,mobile_app,macOS,Chrome,2.11.0,204.153.89.115,24940,US,False,False,21,10,27.6,80,1170x2532,es-ES,B,unknown,2026-02-10
ses_D08UT5SRJETL,tr_0072,2026-02-10 00:39:56,2026-02-10 00:49:09,dev_IH5S0ZBY,fp_D0807KNN2XI0,mobile_app,Android,Firefox,3.0.0,171.248.216.9,9009,US,True,False,1,25,90.1,59,1280x720,en-GB,B,unknown,2026-02-10
ses_24M9RABPKQIU,tr_0217,2026-02-10 01:21:00,2026-02-10 01:29:19,dev_RLEAU6UX,fp_9SY4YSLCJNIO,mobile_app,macOS,Firefox,2.10.1,191.58.148.90,14618,US,False,False,0,13,100.0,28,1170x2532,fr-FR,C,granted,2026-02-10
ses_UVAJSCWO5BNP,tr_0270,2026-02-10 02:50:21,2026-02-10 02:55:27,dev_AGBDQNY0,fp_X91IQHCCBBI0,mobile_app,Linux,Firefox,2.11.0,113.188.120.207,24940,US,False,False,26,16,49.1,30,1280x720,de-DE,C,unknown,2026-02-10
ses_WOUYAADU908N,tr_0220,2026-02-10 03:08:54,2026-02-10 03:09:55,dev_M8H174TJ,fp_H56RNCKRPEQW,mobile_web,Linux,Safari,2.11.1,175.181.203.146,14618,ES,False,False,43,8,25.7,31,1920x1080,es-ES,C,denied,2026-02-10
ses_TZUC1S6V40W3,tr_0211,2026-02-10 03:12:20,2026-02-10 03:13:23,dev_DE6LXQ38,fp_0K8BZO5C7EIS,desktop,Linux,Chrome,2.11.1,216.104.115.168,63949,SG,False,False,42,31,77.6,17,1280x720,de-DE,C,granted,2026-02-10
ses_LTQYRVPV2UHB,tr_0284,2026-02-10 07:21:14,2026-02-10 07:21:42,dev_2V43UU23,fp_4HE9TKVWHP67,desktop,iOS,AppWebView,2.10.1,173.170.107.125,13335,US,False,False,53,23,52.4,67,1920x1080,en-GB,control,granted,2026-02-10
ses_XGDPI1BH1VJF,tr_0174,2026-02-10 08:14:08,2026-02-10 08:17:16,dev_8WALK1CF,fp_QMN4VIZ0M9VE,mobile_app,macOS,Safari,2.10.1,59.24.155.154,20473,CA,False,False,0,11,67.8,89,1536x864,fr-FR,C,unknown,2026-02-10
ses_0IGBV7U2AJA7,tr_0005,2026-02-10 08:47:53,2026-02-10 08:52:46,dev_HAWQDUIL,fp_Y7E5RXRMJOPP,tablet,Android,AppWebView,2.10.1,112.222.66.3,20473,US,False,False,23,30,65.3,39,1920x1080,en-US,A,unknown,2026-02-10
ses_9VOBGGGKYCSN,tr_0346,2026-02-10 09:00:14,2026-02-10 09:05:57,dev_U966WQX1,fp_N6PH1RAEMYD8,mobile_web,Linux,Firefox,2.11.1,195.114.110.71,16509,CA,False,False,85,6,59.1,72,1170x2532,es-ES,control,denied,2026-02-10
ses_28MSABBKAZJM,tr_0353,2026-02-10 09:19:15,2026-02-10 09:20:56,dev_WN2K83MN,fp_A9TV4OEPC8TZ,mobile_web,macOS,Chrome,3.0.0,178.114.44.40,20473,DE,False,False,119,11,23.9,62,1280x720,en-GB,A,denied,2026-02-10
ses_XOJD7XR49V7J,tr_0033,2026-02-10 10:05:09,2026-02-10 10:07:01,dev_NR0DRVCN,fp_IGMMIHHJ4TVW,mobile_app,macOS,AppWebView,2.11.1,194.9.20.35,63949,US,True,False,33,37,55.0,72,1170x2532,fr-FR,control,denied,2026-02-10
ses_DTG0AZDKKQAH,tr_0353,2026-02-10 11:23:14,2026-02-10 11:26:44,dev_SU1GIQ05,fp_PMYFKZC7C53D,mobile_app,Windows,Chrome,2.10.2,147.8.26.236,15169,DE,False,False,82,14,43.2,22,390x844,de-DE,B,granted,2026-02-10
ses_BQR8V3DUO1QA,tr_0268,2026-02-10 11:52:46,2026-02-10 11:56:28,dev_757SS737,fp_PBTITXR2VB4J,mobile_web,iOS,Chrome,2.10.2,8.41.176.8,15169,US,True,False,33,2,92.1,98,1536x864,en-GB,C,denied,2026-02-10
ses_86QPJN22Y4LG,tr_0313,2026-02-10 11:58:34,2026-02-10 11:59:35,dev_QTCD21W2,fp_KJNVFOM3VQRI,mobile_app,iOS,Edge,3.0.0,34.41.198.20,16509,US,False,False,0,24,60.9,25,1920x1080,en-GB,C,granted,2026-02-10
ses_U8KQAR78EEZI,tr_0319,2026-02-10 12:06:08,2026-02-10 12:09:56,dev_3M9TR52H,fp_4BTZ82P4UC35,desktop,iOS,Chrome,2.10.2,186.60.109.31,3320,SG,False,False,155,29,94.4,42,390x844,en-US,A,denied,2026-02-10
ses_TWGQIO1MGN8N,tr_0177,2026-02-10 12:28:43,2026-02-10 12:31:07,dev_L4J1OF25,fp_SWOKJ2NI4ZF5,desktop,iOS,Firefox,2.11.0,141.66.71.158,15169,CA,False,False,0,11,91.6,39,1920x1080,en-GB,control,denied,2026-02-10
ses_1G28P4ADXDF2,tr_0158,2026-02-10 13:06:37,2026-02-10 13:10:05,dev_1O752TVR,fp_FV4VAPI5D3LC,mobile_web,macOS,Safari,2.10.2,137.207.47.122,3320,FR,False,False,67,17,78.1,50,1170x2532,de-DE,B,denied,2026-02-10
ses_56N5WG0V7NUH,tr_0238,2026-02-10 14:03:56,2026-02-10 14:06:47,dev_52Y849LZ,fp_FGTW7DN00634,mobile_app,iOS,Chrome,2.11.1,119.247.23.59,8075,ES,True,False,7,6,41.8,65,1170x2532,es-ES,A,unknown,2026-02-10
ses_XBH5JU3UE46N,tr_0062,2026-02-10 14:31:42,2026-02-10 14:38:28,dev_EOAZUVIT,fp_AY1V9L29LDVV,tablet,macOS,Edge,3.0.0,165.48.64.42,3320,US,False,False,0,13,39.4,27,1536x864,es-ES,A,granted,2026-02-10
ses_XBB7N5WRK7RZ,tr_0303,2026-02-10 14:55:36,2026-02-10 15:07:24,dev_6K4MKD98,fp_47MVO9KWMOGY,tablet,iOS,Edge,3.0.0,176.115.58.205,14618,US,False,False,40,8,8.6,11,390x844,en-US,C,denied,2026-02-10
ses_BC1H84YCPM9O,tr_0221,2026-02-10 15:04:36,2026-02-10 15:07:47,dev_TT0T1510,fp_OA83Z7257HAY,mobile_web,iOS,Firefox,2.10.2,171.169.179.249,13335,GB,False,False,16,12,72.7,33,390x844,de-DE,C,denied,2026-02-10
ses_LUZK3VJE6IFK,tr_0029,2026-02-10 16:52:54,2026-02-10 16:54:09,dev_ATV82HK8,fp_9JSNCH1WY6PO,mobile_web,iOS,Safari,3.0.0,33.226.196.7,16509,US,False,False,60,4,83.6,50,1920x1080,en-US,C,granted,2026-02-10
ses_AE112YJBSJGY,tr_0061,2026-02-10 18:25:43,2026-02-10 18:29:05,dev_8I7LG7SL,fp_Y8X66TQYUPFI,mobile_app,Linux,Firefox,3.0.0,81.205.182.14,16509,CA,False,False,142,11,33.3,28,1920x1080,en-US,C,unknown,2026-02-10
ses_FQG316TS15NW,tr_0349,2026-02-10 20:29:39,2026-02-10 20:30:35,dev_3ABTQKQA,fp_KCIR9F42J07I,desktop,macOS,Firefox,2.11.1,3.188.25.17,14618,US,False,False,83,11,52.2,52,1280x720,es-ES,C,denied,2026-02-10
ses_EZ4UIGKPLRGG,tr_0270,2026-02-10 21:39:15,2026-02-10 21:40:51,dev_BI28SHQE,fp_NGJ9U6V6Z8KV,mobile_app,iOS,AppWebView,2.10.1,180.107.192.180,14618,US,False,False,81,5,49.7,66,1536x864,en-GB,C,unknown,2026-02-10
ses_OHQCXP19Z0V0,tr_0042,2026-02-10 23:44:30,2026-02-10 23:48:32,dev_FJPSNNPP,fp_VQLY3IBDYCIB,desktop,Windows,Chrome,2.11.1,144.81.212.66,24940,DE,False,False,32,5,31.1,29,1536x864,fr-FR,control,unknown,2026-02-10
ses_XYHDEUAQ89GD,tr_0277,2026-02-10 23:49:24,2026-02-10 23:52:36,dev_TH3MQBYY,fp_2VDZIJ7Q7GS3,mobile_web,iOS,Chrome,2.10.2,88.36.27.22,8075,US,False,False,0,11,57.9,97,1280x720,en-US,B,unknown,2026-02-10
ses_L9BGDYBOJ520,tr_0208,2026-02-11 01:55:30,2026-02-11 01:56:28,dev_HH3FC5P2,fp_UR3FCR5V730K,mobile_web,Linux,Chrome,2.10.2,90.22.135.28,9009,US,True,False,0,68,74.0,92,1280x720,en-US,A,granted,2026-02-11
ses_SUV49HEQMJAL,tr_0135,2026-02-11 02:18:07,2026-02-11 02:19:20,dev_MB2W17JH,fp_2TWLLJUE0RU9,mobile_app,Linux,Edge,2.11.0,81.161.62.24,24940,GB,False,False,112,21,100.0,40,390x844,de-DE,B,granted,2026-02-11
ses_S2E2FOZZ1JPA,tr_0259,2026-02-11 02:30:54,2026-02-11 02:35:31,dev_HRX7BNZT,fp_AHY8OLQ54WFU,mobile_web,macOS,AppWebView,2.11.0,11.83.64.50,13335,US,False,False,15,8,53.2,75,1920x1080,en-US,A,denied,2026-02-11
ses_7LBLWVF36ZPI,tr_0126,2026-02-11 02:39:29,2026-02-11 02:42:15,dev_288H23TU,fp_8LM7XXCN3ON4,mobile_web,macOS,Edge,2.11.0,145.118.197.181,9009,US,False,False,162,85,38.8,17,390x844,en-GB,B,unknown,2026-02-11
ses_2ADVUHRXYXW1,tr_0342,2026-02-11 02:50:08,2026-02-11 02:52:33,dev_Q8G5EY0H,fp_IUNIDI40J598,mobile_app,iOS,Chrome,2.11.1,68.31.120.178,20473,US,False,False,44,26,21.6,25,390x844,es-ES,B,granted,2026-02-11
ses_N21472J8NP9S,tr_0243,2026-02-11 03:05:27,2026-02-11 03:13:15,dev_8E9GF2FX,fp_X9XJUE6IHRUJ,mobile_app,Android,Safari,2.11.1,125.32.28.28,16509,US,False,False,12,18,38.3,17,390x844,de-DE,B,granted,2026-02-11
ses_R07I3QFTQ973,tr_0324,2026-02-11 03:55:12,2026-02-11 03:59:35,dev_IATKE131,fp_4LKY2NQH6FAT,desktop,Linux,AppWebView,3.0.0,32.72.29.226,3320,SG,False,False,0,27,58.0,15,1920x1080,en-US,control,unknown,2026-02-11
ses_S04LX5Z3JUFX,tr_0289,2026-02-11 07:34:06,2026-02-11 07:40:59,dev_H8P0MTZ1,fp_FPR7H4PZNGVX,mobile_web,Linux,Chrome,2.10.2,141.42.36.102,3320,US,True,False,54,3,47.6,28,390x844,fr-FR,A,granted,2026-02-11
ses_Q2OAZFUUZWP4,tr_0123,2026-02-11 07:38:35,2026-02-11 07:40:00,dev_O5XKQR4Z,fp_LXB7GIORFZCP,desktop,iOS,Firefox,2.11.0,182.49.47.224,13335,DE,False,False,5,87,74.3,41,1920x1080,es-ES,C,denied,2026-02-11
ses_CX7RB0MDD0HT,tr_0005,2026-02-11 07:44:37,2026-02-11 07:45:34,dev_JH7ZOC3G,fp_Y51WTM7XL8WQ,mobile_app,Windows,Chrome,2.11.0,106.217.19.129,12322,US,False,False,0,29,91.2,62,1536x864,fr-FR,control,denied,2026-02-11
ses_TMQSHDZ8FBZI,tr_0190,2026-02-11 11:13:27,2026-02-11 11:14:24,dev_RWOCQJR6,fp_VH5Y6FT53L0U,tablet,Linux,Firefox,3.0.0,55.8.226.75,8075,DE,True,False,51,10,67.1,22,1280x720,es-ES,B,unknown,2026-02-11
ses_HMPCG6AMKCNI,tr_0030,2026-02-11 12:13:40,2026-02-11 12:18:43,dev_8B05Q13E,fp_QNHL3XR7SSU2,mobile_app,Linux,Edge,2.11.0,184.9.55.131,63949,US,False,False,134,6,31.2,16,1920x1080,de-DE,control,denied,2026-02-11
ses_B98DS0YVZVAS,tr_0148,2026-02-11 12:51:47,2026-02-11 12:54:03,dev_I754NPUT,fp_2UTCNOWE0UUF,mobile_web,Android,Safari,2.10.1,141.86.10.41,15169,IE,False,False,57,15,15.0,15,1536x864,de-DE,C,unknown,2026-02-11
ses_4XLFET3K2N74,tr_0360,2026-02-11 13:27:09,2026-02-11 13:30:21,dev_Q9MY338M,fp_138F5J2MLNKU,tablet,iOS,Edge,2.11.1,34.17.117.129,13335,FR,False,False,13,40,100.0,6,1536x864,en-US,C,granted,2026-02-11
ses_42H5ZXRQ0WPB,tr_0265,2026-02-11 13:28:15,2026-02-11 13:38:26,dev_MW6EH425,fp_RING_A,desktop,macOS,Edge,3.0.0,145.249.140.164,15169,US,True,False,0,1,96.7,49,1170x2532,en-US,A,denied,2026-02-11
ses_MF692PZ0A14Q,tr_0183,2026-02-11 14:23:33,2026-02-11 14:25:26,dev_KDFGWQD8,fp_85M3EQ3X7XKK,tablet,macOS,AppWebView,2.11.0,157.69.39.23,63949,US,False,False,118,9,100.0,50,1920x1080,es-ES,B,granted,2026-02-11
ses_SNBZQYQDN6N9,tr_0299,2026-02-11 15:50:25,2026-02-11 15:51:17,dev_GYRLO9W0,fp_4Q2WZ90UE07B,tablet,macOS,Chrome,3.0.0,92.83.24.104,8075,DE,False,False,168,5,38.7,64,1536x864,en-US,B,unknown,2026-02-11
ses_RAU6079PTH1Y,tr_0045,2026-02-11 16:31:59,2026-02-11 16:32:58,dev_0JUPR0P4,fp_0469KB1ZM9Y2,mobile_web,iOS,Firefox,2.11.1,210.5.66.167,9009,PL,False,False,62,3,62.6,85,1536x864,de-DE,control,granted,2026-02-11
ses_YUM5F3QAOPKS,tr_0202,2026-02-11 17:15:23,2026-02-11 17:18:27,dev_S9AWOY92,fp_P8J57597PTV9,mobile_web,Linux,Edge,2.11.1,198.129.230.61,16509,US,False,False,91,11,87.1,57,390x844,en-US,C,denied,2026-02-11
ses_19KWGBNU3M3T,tr_0044,2026-02-11 18:16:41,2026-02-11 18:20:37,dev_D7URUDO4,fp_CDTBJ91QOE5I,desktop,Linux,Edge,2.10.2,2.44.208.252,63949,US,False,False,0,15,100.0,71,390x844,fr-FR,C,granted,2026-02-11
ses_0K9QAQAWXU3Y,tr_0253,2026-02-11 19:09:34,2026-02-11 19:10:33,dev_JDRJWB3N,fp_OBLWD83ZA207,mobile_web,iOS,Chrome,2.11.0,153.9.195.228,9009,GB,False,True,0,4,38.0,67,1280x720,es-ES,C,unknown,2026-02-11
ses_NHRCOSKPSCEB,tr_0359,2026-02-11 20:18:41,2026-02-11 20:20:17,dev_PUWFQ98V,fp_W0Q8CW8HYV1Y,mobile_web,macOS,Firefox,2.11.1,144.126.202.85,13335,US,False,False,60,24,31.3,38,1280x720,es-ES,A,unknown,2026-02-11
ses_8193OGP6V88W,tr_0176,2026-02-11 21:30:43,2026-02-11 21:36:18,dev_S7SNYOEN,fp_IMOX15SICR5P,mobile_web,macOS,Edge,3.0.0,195.50.233.23,13335,AU,False,False,0,7,64.4,80,1920x1080,en-US,C,granted,2026-02-11
ses_1L5GPECIMZPS,tr_0352,2026-02-11 22:23:53,2026-02-11 22:26:18,dev_TIMCMGMF,fp_MXVBSVZRU5SC,mobile_app,Linux,AppWebView,2.10.1,146.52.93.85,3320,IE,False,False,11,4,56.7,31,390x844,en-US,A,granted,2026-02-11
ses_R62BRIFF6WH8,tr_0090,2026-02-11 22:39:39,2026-02-11 22:42:29,dev_XN8WHN8V,fp_JF3GE6KRSIIK,desktop,Linux,Firefox,2.11.1,112.219.10.6,15169,US,False,False,105,18,60.5,6,1170x2532,en-GB,C,granted,2026-02-11
ses_M7U4AKUNQHNV,tr_0159,2026-02-11 22:40:03,2026-02-11 22:42:25,dev_OXWCRROE,fp_G7BWOF95MBAE,tablet,Android,Chrome,2.11.0,127.159.220.106,15169,US,False,False,37,10,11.9,44,1170x2532,en-GB,A,unknown,2026-02-11
ses_2D3SE2BP4SIM,tr_0172,2026-02-12 01:44:54,2026-02-12 01:48:18,dev_RKVN5UFR,fp_VKP8KYLTMGNP,mobile_web,Windows,Chrome,3.0.0,98.150.30.138,16509,US,False,False,136,8,71.2,44,1536x864,en-GB,C,unknown,2026-02-12
ses_TGXI9C70TRVT,tr_0330,2026-02-12 01:53:12,2026-02-12 01:58:00,dev_FMRMQ9PK,fp_L48HB1NO6C6Z,tablet,Windows,Chrome,2.10.2,90.236.79.6,13335,AE,False,False,86,14,55.6,22,1536x864,fr-FR,control,unknown,2026-02-12
ses_46TMP7N4497Y,tr_0046,2026-02-12 02:49:11,2026-02-12 02:58:34,dev_SLTDNQD9,fp_PQR9PE6C4ZDB,mobile_app,Windows,Firefox,2.11.1,119.193.61.116,16509,US,True,False,96,14,23.4,34,1536x864,en-GB,B,granted,2026-02-12
ses_N1YL9UNLXYQ1,tr_0077,2026-02-12 03:01:56,2026-02-12 03:05:23,dev_JNY6OZOZ,fp_ENJOB3RATQ82,tablet,Android,AppWebView,2.10.2,166.95.44.6,9009,NL,False,False,145,18,30.0,55,1920x1080,fr-FR,A,unknown,2026-02-12
ses_JPYJX2Q64R0U,tr_0188,2026-02-12 03:07:40,2026-02-12 03:11:06,dev_KSWL9I9A,fp_2S1TLBNK3HZM,mobile_web,macOS,Chrome,2.10.1,189.218.184.72,16509,DE,False,False,58,2,55.4,57,1536x864,de-DE,B,unknown,2026-02-12
ses_ZF94E82XEU74,tr_0339,2026-02-12 03:45:18,2026-02-12 03:47:42,dev_S5TR21EJ,fp_2VHAK2X9PF16,desktop,Android,Chrome,2.10.1,43.113.3.165,13335,FR,False,False,15,17,90.2,79,1280x720,en-GB,C,denied,2026-02-12
ses_1098CJNJZ9G6,tr_0092,2026-02-12 03:53:46,2026-02-12 03:56:38,dev_DVNQ4944,fp_0DCLQGDD0DIL,mobile_app,Android,Chrome,2.11.1,45.9.191.209,8075,CH,True,False,0,25,49.7,57,1170x2532,fr-FR,A,granted,2026-02-12
ses_0C5U8YL9IPPD,tr_0297,2026-02-12 04:59:42,2026-02-12 05:06:49,dev_7100YOHU,fp_MRECDHZV2GWU,mobile_app,Linux,Edge,2.10.1,171.88.66.157,12322,US,False,False,141,35,50.5,30,1920x1080,es-ES,B,granted,2026-02-12
ses_9BTD5PU139KA,tr_0005,2026-02-12 07:10:18,2026-02-12 07:14:57,dev_7JK83MVQ,fp_IIXKUOZM7I9R,mobile_app,macOS,AppWebView,2.10.1,192.226.58.19,16509,US,False,False,107,43,66.2,79,390x844,de-DE,B,granted,2026-02-12
ses_S7DC6JAEO2NE,tr_0129,2026-02-12 07:38:19,2026-02-12 07:39:48,dev_IWSEYHPH,fp_DXX9UHEXD638,mobile_app,Linux,AppWebView,2.10.1,210.131.147.41,8075,US,False,False,9,6,76.6,60,1280x720,fr-FR,A,unknown,2026-02-12
ses_ZYNMXC1IPN71,tr_0265,2026-02-12 08:42:20,2026-02-12 08:44:08,dev_shared_2,fp_RING_A,mobile_web,Android,Safari,2.11.0,198.51.100.18,15169,US,True,False,0,17,9.3,62,1280x720,en-GB,A,unknown,2026-02-12
ses_XGXVV0FHLGEM,tr_0060,2026-02-12 09:05:18,2026-02-12 09:08:10,dev_J9PJPICR,fp_LPKHDSGC06L8,tablet,Windows,Chrome,3.0.0,74.195.55.241,63949,GB,False,False,30,2,38.8,83,1170x2532,en-GB,control,unknown,2026-02-12
ses_X113O5CJE9EP,tr_0023,2026-02-12 10:42:13,2026-02-12 10:46:18,dev_shared_3,fp_2WJCFPJ8HK2R,tablet,Linux,Safari,2.10.1,49.21.47.13,3320,US,True,False,115,2,82.9,93,1920x1080,es-ES,A,unknown,2026-02-12
ses_YLPKT0CYXH2N,tr_0234,2026-02-12 15:05:30,2026-02-12 15:08:24,dev_VSAXJX3O,fp_4TZCO9XEP58H,mobile_web,Android,Edge,2.10.1,141.124.161.249,14618,US,False,False,164,36,54.1,21,1536x864,en-GB,B,granted,2026-02-12
